cell,formula,cached_value,ambiguity_flag,upstream_sheets,expected_value_status,safe_to_use_as_gtc_expected,notes
H23,=Cap_Allow!GX20+Cap_Allow!HC20,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I23,=Cap_Allow!FI20,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J23,=CIT_NCF_Oil!Z23,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K23,=F23+H23+I23+G23+J23,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L23,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D23-E23),'Fiscal Terms_PIA'!$U$60*(D23-E23))",0,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M23,=D23-E23-L23,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N23,"=IF(AND(G23=0,D23=0),0,IF(L23-K23+N22<0,L23-K23+N22,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O23,"=IF(AND(G23=0,D23=0),0,IF(L23-K23+N22>0,L23-K23+N22,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P23,=O23+M23,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q23,=FLGT!D23,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T23,"=IFERROR(S23*P23,0)",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U23,"=IF(Ec_IO!$G$24=""PSC/SC"",(P23-T23),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A24,=FLGT!A24,2043,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B24,=FLGT!W24,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C24,=FLGT!X24,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D24,=FLGT!Y24,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E24,=SUM(FLGT!AB24:AD24),0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F24,=FLGT!AE24+FLGT!AF24+FLGT!AG24+FLGT!AH24+FLGT!Z24,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G24,=Cap_Allow!FP21,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H24,=Cap_Allow!GX21+Cap_Allow!HC21,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I24,=Cap_Allow!FI21,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J24,=CIT_NCF_Oil!Z24,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K24,=F24+H24+I24+G24+J24,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L24,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D24-E24),'Fiscal Terms_PIA'!$U$60*(D24-E24))",0,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M24,=D24-E24-L24,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N24,"=IF(AND(G24=0,D24=0),0,IF(L24-K24+N23<0,L24-K24+N23,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O24,"=IF(AND(G24=0,D24=0),0,IF(L24-K24+N23>0,L24-K24+N23,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P24,=O24+M24,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q24,=FLGT!D24,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T24,"=IFERROR(S24*P24,0)",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U24,"=IF(Ec_IO!$G$24=""PSC/SC"",(P24-T24),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A25,=FLGT!A25,2044,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B25,=FLGT!W25,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C25,=FLGT!X25,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D25,=FLGT!Y25,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E25,=SUM(FLGT!AB25:AD25),0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F25,=FLGT!AE25+FLGT!AF25+FLGT!AG25+FLGT!AH25+FLGT!Z25,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G25,=Cap_Allow!FP22,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H25,=Cap_Allow!GX22+Cap_Allow!HC22,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I25,=Cap_Allow!FI22,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J25,=CIT_NCF_Oil!Z25,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K25,=F25+H25+I25+G25+J25,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L25,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D25-E25),'Fiscal Terms_PIA'!$U$60*(D25-E25))",0,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M25,=D25-E25-L25,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N25,"=IF(AND(G25=0,D25=0),0,IF(L25-K25+N24<0,L25-K25+N24,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O25,"=IF(AND(G25=0,D25=0),0,IF(L25-K25+N24>0,L25-K25+N24,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P25,=O25+M25,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q25,=FLGT!D25,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T25,"=IFERROR(S25*P25,0)",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U25,"=IF(Ec_IO!$G$24=""PSC/SC"",(P25-T25),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A26,=FLGT!A26,2045,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B26,=FLGT!W26,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C26,=FLGT!X26,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D26,=FLGT!Y26,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E26,=SUM(FLGT!AB26:AD26),0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F26,=FLGT!AE26+FLGT!AF26+FLGT!AG26+FLGT!AH26+FLGT!Z26,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G26,=Cap_Allow!FP23,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H26,=Cap_Allow!GX23+Cap_Allow!HC23,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I26,=Cap_Allow!FI23,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J26,=CIT_NCF_Oil!Z26,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K26,=F26+H26+I26+G26+J26,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L26,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D26-E26),'Fiscal Terms_PIA'!$U$60*(D26-E26))",0,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M26,=D26-E26-L26,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N26,"=IF(AND(G26=0,D26=0),0,IF(L26-K26+N25<0,L26-K26+N25,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O26,"=IF(AND(G26=0,D26=0),0,IF(L26-K26+N25>0,L26-K26+N25,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P26,=O26+M26,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q26,=FLGT!D26,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T26,"=IFERROR(S26*P26,0)",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U26,"=IF(Ec_IO!$G$24=""PSC/SC"",(P26-T26),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A27,=FLGT!A27,2046,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B27,=FLGT!W27,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C27,=FLGT!X27,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D27,=FLGT!Y27,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E27,=SUM(FLGT!AB27:AD27),0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F27,=FLGT!AE27+FLGT!AF27+FLGT!AG27+FLGT!AH27+FLGT!Z27,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G27,=Cap_Allow!FP24,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H27,=Cap_Allow!GX24+Cap_Allow!HC24,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I27,=Cap_Allow!FI24,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J27,=CIT_NCF_Oil!Z27,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K27,=F27+H27+I27+G27+J27,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L27,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D27-E27),'Fiscal Terms_PIA'!$U$60*(D27-E27))",0,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M27,=D27-E27-L27,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N27,"=IF(AND(G27=0,D27=0),0,IF(L27-K27+N26<0,L27-K27+N26,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O27,"=IF(AND(G27=0,D27=0),0,IF(L27-K27+N26>0,L27-K27+N26,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P27,=O27+M27,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q27,=FLGT!D27,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T27,"=IFERROR(S27*P27,0)",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U27,"=IF(Ec_IO!$G$24=""PSC/SC"",(P27-T27),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A28,=FLGT!A28,2047,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B28,=FLGT!W28,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C28,=FLGT!X28,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D28,=FLGT!Y28,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E28,=SUM(FLGT!AB28:AD28),0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F28,=FLGT!AE28+FLGT!AF28+FLGT!AG28+FLGT!AH28+FLGT!Z28,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G28,=Cap_Allow!FP25,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H28,=Cap_Allow!GX25+Cap_Allow!HC25,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I28,=Cap_Allow!FI25,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J28,=CIT_NCF_Oil!Z28,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K28,=F28+H28+I28+G28+J28,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L28,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D28-E28),'Fiscal Terms_PIA'!$U$60*(D28-E28))",0,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M28,=D28-E28-L28,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N28,"=IF(AND(G28=0,D28=0),0,IF(L28-K28+N27<0,L28-K28+N27,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O28,"=IF(AND(G28=0,D28=0),0,IF(L28-K28+N27>0,L28-K28+N27,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P28,=O28+M28,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q28,=FLGT!D28,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T28,"=IFERROR(S28*P28,0)",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U28,"=IF(Ec_IO!$G$24=""PSC/SC"",(P28-T28),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A29,=FLGT!A29,2048,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B29,=FLGT!W29,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C29,=FLGT!X29,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D29,=FLGT!Y29,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E29,=SUM(FLGT!AB29:AD29),0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F29,=FLGT!AE29+FLGT!AF29+FLGT!AG29+FLGT!AH29+FLGT!Z29,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G29,=Cap_Allow!FP26,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H29,=Cap_Allow!GX26+Cap_Allow!HC26,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I29,=Cap_Allow!FI26,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J29,=CIT_NCF_Oil!Z29,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K29,=F29+H29+I29+G29+J29,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L29,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D29-E29),'Fiscal Terms_PIA'!$U$60*(D29-E29))",0,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M29,=D29-E29-L29,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N29,"=IF(AND(G29=0,D29=0),0,IF(L29-K29+N28<0,L29-K29+N28,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O29,"=IF(AND(G29=0,D29=0),0,IF(L29-K29+N28>0,L29-K29+N28,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P29,=O29+M29,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q29,=FLGT!D29,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T29,"=IFERROR(S29*P29,0)",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U29,"=IF(Ec_IO!$G$24=""PSC/SC"",(P29-T29),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A30,=FLGT!A30,2049,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B30,=FLGT!W30,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C30,=FLGT!X30,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D30,=FLGT!Y30,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E30,=SUM(FLGT!AB30:AD30),0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F30,=FLGT!AE30+FLGT!AF30+FLGT!AG30+FLGT!AH30+FLGT!Z30,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G30,=Cap_Allow!FP27,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H30,=Cap_Allow!GX27+Cap_Allow!HC27,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I30,=Cap_Allow!FI27,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J30,=CIT_NCF_Oil!Z30,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K30,=F30+H30+I30+G30+J30,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L30,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D30-E30),'Fiscal Terms_PIA'!$U$60*(D30-E30))",0,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M30,=D30-E30-L30,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N30,"=IF(AND(G30=0,D30=0),0,IF(L30-K30+N29<0,L30-K30+N29,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O30,"=IF(AND(G30=0,D30=0),0,IF(L30-K30+N29>0,L30-K30+N29,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P30,=O30+M30,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q30,=FLGT!D30,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T30,"=IFERROR(S30*P30,0)",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U30,"=IF(Ec_IO!$G$24=""PSC/SC"",(P30-T30),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A31,=FLGT!A31,2050,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B31,=FLGT!W31,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C31,=FLGT!X31,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D31,=FLGT!Y31,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E31,=SUM(FLGT!AB31:AD31),0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F31,=FLGT!AE31+FLGT!AF31+FLGT!AG31+FLGT!AH31+FLGT!Z31,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G31,=Cap_Allow!FP28,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H31,=Cap_Allow!GX28+Cap_Allow!HC28,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I31,=Cap_Allow!FI28,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J31,=CIT_NCF_Oil!Z31,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K31,=F31+H31+I31+G31+J31,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L31,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D31-E31),'Fiscal Terms_PIA'!$U$60*(D31-E31))",0,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M31,=D31-E31-L31,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N31,"=IF(AND(G31=0,D31=0),0,IF(L31-K31+N30<0,L31-K31+N30,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O31,"=IF(AND(G31=0,D31=0),0,IF(L31-K31+N30>0,L31-K31+N30,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P31,=O31+M31,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q31,=FLGT!D31,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T31,"=IFERROR(S31*P31,0)",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U31,"=IF(Ec_IO!$G$24=""PSC/SC"",(P31-T31),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A32,=FLGT!A32,2051,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B32,=FLGT!W32,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C32,=FLGT!X32,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D32,=FLGT!Y32,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E32,=SUM(FLGT!AB32:AD32),0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F32,=FLGT!AE32+FLGT!AF32+FLGT!AG32+FLGT!AH32+FLGT!Z32,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G32,=Cap_Allow!FP29,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H32,=Cap_Allow!GX29+Cap_Allow!HC29,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I32,=Cap_Allow!FI29,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J32,=CIT_NCF_Oil!Z32,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K32,=F32+H32+I32+G32+J32,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L32,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D32-E32),'Fiscal Terms_PIA'!$U$60*(D32-E32))",0,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M32,=D32-E32-L32,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N32,"=IF(AND(G32=0,D32=0),0,IF(L32-K32+N31<0,L32-K32+N31,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O32,"=IF(AND(G32=0,D32=0),0,IF(L32-K32+N31>0,L32-K32+N31,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P32,=O32+M32,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
